original performance,number of trades,q learning performance,number of trades,q learning training performance,number of trades
164.38622464157464,508,201.64395598868205,307,-78.31555146008003,205
1429.2471387139683,580,805.1236807170667,152,764.5046051835592,226
2975.0830201169924,501,2811.782565733966,272,1045.5768144027047,184
-1623.0864831247638,124,-1313.9805951034814,57,-50000,0
