original performance,number of trades,q learning performance,number of trades,q learning training performance,number of trades
949.9695438799076,433,936.3004968664148,364,1218.0771596623563,174
-30.21661617249016,508,-164.96603094362746,357,-124.38681722689076,238
2252.6295751849893,473,2167.871747084067,284,974.1313425164474,190
-185.3257677801724,145,-110.20937894570707,99,-50000,0
