original performance,number of trades,q learning performance,number of trades,q learning training performance,number of trades
67.62519632778499,517,125.99914169311523,468,-1176.3805933222525,213
70.23183629414524,461,204.02986650783305,422,-2205.6810100848857,195
176.7724844494988,425,279.6950540048875,367,-979.1808357605568,156
-2972.641052597935,103,-2553.0914861118094,85,-50000,0
