original performance,number of trades,q learning performance,number of trades,q learning training performance,number of trades
704.8156322585039,613,745.0419319395035,504,730.2365727966085,546
2093.046219001139,532,2097.5813451290132,480,2044.932093080594,493
-2704.638986160506,67,-2767.78245347546,62,-50000,0
