original performance,number of trades,q learning performance,number of trades,q learning training performance,number of trades
210.30624505464672,527,409.5978580450348,467,-1027.9333680350826,212
-338.48053338045537,539,-525.0506081165614,482,179.92648940902572,222
-1211.2530299987793,500,-898.7178467997799,432,-403.9247449310132,179
-1319.7300462292087,155,-1101.859411864154,113,-50000,0
