original performance,number of trades,q learning performance,number of trades,q learning training performance,number of trades
347.17751435775233,437,461.181500523757,397,479.3610574408304,407
-98.46635044922012,449,-177.68274477790385,340,-46.60733395857777,417
-2972.641052597935,103,-2864.3990700604163,73,-50000,0
