original performance,number of trades,q learning performance,number of trades,q learning training performance,number of trades
67.62519632778499,517,155.45042964390345,476,-1159.284682005102,220
70.23183629414524,461,385.7323034771917,389,-2249.4558095932007,202
176.7724844494988,425,506.58395749980417,321,-1006.9218895028278,164
-2972.641052597935,103,-2803.569040321442,83,-50000,0
