original performance,number of trades,q learning performance,number of trades,q learning training performance,number of trades
743.2025753518809,552,670.661532653505,402,1888.778378406203,249
848.3742992604962,524,1456.9717811102319,269,787.5131085431134,270
1280.0825700239702,440,1137.268365708355,239,-590.6951305042613,165
258.74048060587006,146,609.3713591500615,89,-50000,0
