original performance,number of trades,q learning performance,number of trades,q learning training performance,number of trades
-144.62152081866597,344,-66.27513731703928,253,-266.0125011469694,149
1233.3175518224057,446,1396.7627501824888,198,1029.7809489323542,208
-146.10962175455032,467,-381.85136998494465,240,-667.4030117458767,162
974.708362133472,154,940.627673539959,61,-50000,0
