original performance,number of trades,q learning performance,number of trades,q learning training performance,number of trades
633.3098771691117,581,719.7584063160176,490,901.2162728743119,242
908.7061836354873,680,769.7593803142679,580,1236.3904166568984,302
1547.9738105455458,551,770.2945410438571,454,304.90120572629183,184
-1905.1756136838128,136,-1827.58831425717,114,-50000,0
