original performance,number of trades,q learning performance,number of trades,q learning training performance,number of trades
-4.3324754780521175,611,-145.05792588454025,494,-623.5775680893577,217
-378.1544122134938,612,-354.8688412320994,533,-2293.8746466267153,271
2115.8706815600167,527,1838.2225851369458,430,20.559469056019584,217
-2136.01848769329,169,-1582.184909569956,137,-50000,0
