original performance,number of trades,q learning performance,number of trades,q learning training performance,number of trades
210.30624505464672,527,503.1850150307456,455,-1039.208342066351,212
-338.48053338045537,539,-958.7335428710378,436,173.00097841829867,222
-1211.2530299987793,500,-869.6323818766276,375,-390.24475225523196,179
-1319.7300462292087,155,-1361.9979573187427,107,-50000,0
