original performance,number of trades,q learning performance,number of trades,q learning training performance,number of trades
384.62500461485325,205,421.2860615040996,202,421.2860615040996,202
2506.5096548897877,245,2423.2956301971567,233,2422.910198642619,239
-1361.6885623572007,53,-1361.6885623572007,53,-50000,0
