original performance,number of trades,q learning performance,number of trades,q learning training performance,number of trades
-72.06104708537204,582,30.31988851373846,440,-1036.446396558274,223
676.8582560221354,621,755.2725705710791,465,1618.9295209877391,263
2147.3732711704633,524,2111.7230158105363,452,687.8750637902153,216
-2704.638986160506,67,-2672.7819587444437,58,-50000,0
