original performance,number of trades,q learning performance,number of trades,q learning training performance,number of trades
67.62519632778499,517,231.3194948832194,345,-1176.3805933222525,213
70.23183629414524,461,471.8666687903003,107,-2205.6810100848857,195
176.7724844494988,425,412.936199537913,240,-979.1808357605568,156
-2972.641052597935,103,-3156.217778465965,33,-50000,0
