original performance,number of trades,q learning performance,number of trades,q learning training performance,number of trades
-144.62152081866597,344,-54.14432634626116,238,-266.0125011469694,149
1233.3175518224057,446,1834.4521079925169,166,1029.7809489323542,208
-146.10962175455032,467,-498.36112837357956,220,-667.4030117458767,162
974.708362133472,154,745.7802142803486,65,-50000,0
