original performance,number of trades,q learning performance,number of trades,q learning training performance,number of trades
-12.101601718334441,470,305.81707113593285,338,151.13078439323556,407
45.399670090121724,534,-259.10714402181577,277,-57.657323285567855,484
-1166.2328744283536,123,-1105.5410281261766,83,-50000,0
