original performance,number of trades,q learning performance,number of trades,q learning training performance,number of trades
347.17751435775233,437,426.9009593130637,403,479.3610574408304,407
-98.46635044922012,449,10.459723284750273,396,-46.60733395857777,417
-2972.641052597935,103,-2759.3794379038354,73,-50000,0
