original performance,number of trades,q learning performance,number of trades,q learning training performance,number of trades
1368.6870576377228,428,1491.5528080778302,371,1538.8082758789062,375
-214.3744864237677,485,-351.69076116034324,376,-326.87044913552023,440
974.708362133472,154,1090.6352408987577,122,-50000,0
