original performance,number of trades,q learning performance,number of trades,q learning training performance,number of trades
-249.1508136906036,584,-195.15479948929664,478,-1100.5264713938643,205
1090.9103340664603,577,1188.3835429461353,502,980.5287807161008,289
975.217861286108,552,956.6984521484375,475,94.35692110928622,220
-417.46131121923054,126,-488.6644249325707,105,-50000,0
