original performance,number of trades,q learning performance,number of trades,q learning training performance,number of trades
210.30624505464672,527,525.2438719272614,448,-1039.208342066351,212
-338.48053338045537,539,-817.1486262077294,414,187.87068643655863,222
-1211.2530299987793,500,-886.6732668686925,377,-390.24475225523196,179
-1319.7300462292087,155,-1258.882136124831,104,-50000,0
