original performance,number of trades,q learning performance,number of trades,q learning training performance,number of trades
949.9695438799076,433,987.5453232691103,399,1247.041367827869,183
-30.21661617249016,508,-175.57259897085336,416,-189.70223079819277,249
2252.6295751849893,473,2092.818426724138,348,875.1525410353536,198
-185.3257677801724,145,-93.76838752815316,111,-50000,0
