original performance,number of trades,q learning performance,number of trades,q learning training performance,number of trades
-249.1508136906036,584,-165.950468286081,471,-1100.5264713938643,205
1090.9103340664603,577,1238.267146845746,454,980.2586879004244,289
975.217861286108,552,929.236873788855,447,94.35692110928622,220
-417.46131121923054,126,-495.8878323453144,103,-50000,0
