original performance,number of trades,q learning performance,number of trades,q learning training performance,number of trades
-144.62152081866597,344,-220.40887284206403,329,-239.39644511034535,157
1233.3175518224057,446,1355.9958462020727,412,1007.0053603713577,222
-146.10962175455032,467,-290.3393647634438,394,-708.9966033393815,169
974.708362133472,154,1240.470986986917,126,-50000,0
