original performance,number of trades,q learning performance,number of trades,q learning training performance,number of trades
-249.1508136906036,584,-163.51414210621903,492,-1161.2495960991503,217
1090.9103340664603,577,1190.930936198332,490,900.9119610895876,305
975.217861286108,552,865.1394277417097,466,113.30909140068188,228
-417.46131121923054,126,-489.38612293747235,106,-50000,0
