original performance,number of trades,q learning performance,number of trades,q learning training performance,number of trades
-72.06104708537204,582,-3.8907367779815476,467,-1049.6987075175136,242
676.8582560221354,621,721.8296552903581,505,1578.8019927537828,277
2147.3732711704633,524,2070.261017130132,456,736.2123001643589,224
-2704.638986160506,67,-2777.9961631528795,62,-50000,0
