original performance,number of trades,q learning performance,number of trades,q learning training performance,number of trades
210.30624505464672,527,720.9712445324004,382,-1162.0559271240234,225
-338.48053338045537,539,-1787.8756892794654,168,159.62191158146052,231
-1211.2530299987793,500,-1089.4043279210211,231,-501.24459132742373,188
-1319.7300462292087,155,-2437.207039706678,83,-50000,0
