original performance,number of trades,q learning performance,number of trades,q learning training performance,number of trades
-249.1508136906036,584,-182.2503794311029,494,-1161.2495960991503,217
1090.9103340664603,577,1265.2847761618539,497,900.9119610895876,305
975.217861286108,552,1000.7908512300971,473,113.30909140068188,228
-417.46131121923054,126,-477.7937292651595,107,-50000,0
