-1,10000000.0000,-106589.4500,10106589.4500
2497,1250000.0000,-12986.1500,1262986.1500
973,1250000.0000,24327.4500,1225672.5500
3373,1250000.0000,6629.8000,1243370.2000
3187,1250000.0000,-5676.9000,1255676.9000
4877,1250000.0000,9743.7000,1240256.3000
3413,1250000.0000,-6186.8000,1256186.8000
2568,1250000.0000,-7405.3000,1257405.3000
2458,1250000.0000,3918.7000,1246081.3000
3958,1250000.0000,3725.0000,1246275.0000
3355,1000000.0000,4827.6000,995172.4000
3694,1250000.0000,-7643.7000,1257643.7000
99,1250000.0000,8046.0000,1241954.0000
3127,1250000.0000,8357.7000,1241642.3000
2364,1250000.0000,-7092.4000,1257092.4000
2507,1250000.0000,-7494.7000,1257494.7000
3588,1250000.0000,8388.7000,1241611.3000
1919,1250000.0000,-4335.9000,1254335.9000
4893,1250000.0000,-4365.7000,1254365.7000
4761,1250000.0000,4138.3000,1245861.7000
2837,1250000.0000,-4961.7000,1254961.7000
135,1250000.0000,5259.7000,1244740.3000
2541,1250000.0000,5393.8000,1244606.2000
2343,1250000.0000,-4604.1000,1254604.1000
1802,1250000.0000,4484.9000,1245515.1000
3402,1250000.0000,-2682.0000,1252682.0000
3072,1250000.0000,-4276.3000,1254276.3000
4623,1250000.0000,-8716.5000,1258716.5000
583,1250000.0000,-4857.4000,1254857.4000
4309,1250000.0000,12249.5500,1237750.4500
4443,1250000.0000,-22687.8000,1272687.8000
881,1250000.0000,2693.8000,1247306.2000
293,1250000.0000,4328.3000,1245671.7000
3945,1250000.0000,-11237.6500,1261237.6500
3136,1250000.0000,-5564.0000,1255564.0000
2833,1250000.0000,-17876.2500,1267876.2500
4820,1250000.0000,-1628.9000,1251628.9000
2900,1250000.0000,12026.9000,1237973.1000
1309,1250000.0000,-11879.3500,1261879.3500
3626,1250000.0000,-1307.0500,1251307.0500
1241,1250000.0000,-10247.5500,1260247.5500
332,1250000.0000,-13007.5000,1263007.5000
3749,1250000.0000,-7181.1000,1257181.1000
300,1250000.0000,618.8500,1249381.1500
2864,1250000.0000,12478.5500,1237521.4500
4661,1250000.0000,-11792.0500,1261792.0500
313,1000000.0000,8668.8000,991331.2000
1806,1250000.0000,-23007.3000,1273007.3000
4584,1250000.0000,-1245.4500,1251245.4500
2975,1250000.0000,1154.2500,1248845.7500
1728,1250000.0000,-1190.1000,1251190.1000
3466,1250000.0000,-8630.9500,1258630.9500
4697,1250000.0000,-9916.6500,1259916.6500
349,1250000.0000,9143.4000,1240856.6000
1223,1250000.0000,-3957.6000,1253957.6000
4750,1250000.0000,794.6500,1249205.3500
2648,1250000.0000,-15.1000,1250015.1000
3086,1250000.0000,-597.2000,1250597.2000
2727,1250000.0000,1488.9000,1248511.1000
4914,1250000.0000,-9892.3500,1259892.3500
4984,1250000.0000,10952.5000,1239047.5000
239,1250000.0000,10517.6500,1239482.3500
3323,1250000.0000,-25615.9500,1275615.9500
4498,1250000.0000,19965.7500,1230034.2500
4274,1250000.0000,1630.4000,1248369.6000
4748,1250000.0000,17035.2500,1232964.7500
4593,1250000.0000,-9775.4000,1259775.4000
315,1250000.0000,3130.3000,1246869.7000
1234,1250000.0000,820.4000,1249179.6000
1226,1250000.0000,2124.1500,1247875.8500
4625,1250000.0000,-17479.3500,1267479.3500
1672,1250000.0000,-3615.9500,1253615.9500
3642,1250000.0000,741.8000,1249258.2000
1472,1250000.0000,-14429.9000,1264429.9000
4458,1250000.0000,13735.8000,1236264.2000
3290,1250000.0000,-8416.1000,1258416.1000
3866,1250000.0000,11757.1000,1238242.9000
792,1250000.0000,-17809.8500,1267809.8500
879,1250000.0000,-10981.3500,1260981.3500
3047,1250000.0000,-16381.4500,1266381.4500
2809,1250000.0000,599.2500,1249400.7500
25,1250000.0000,1105.9500,1248894.0500
1927,1250000.0000,-1216.3500,1251216.3500
2217,1250000.0000,-5659.0000,1255659.0000
2884,1250000.0000,1147.6000,1248852.4000
558,1250000.0000,-5869.4000,1255869.4000
4732,1250000.0000,-10658.0000,1260658.0000
3369,1250000.0000,19842.3000,1230157.7000
2753,1250000.0000,2055.0000,1247945.0000
2865,1250000.0000,10350.0000,1239650.0000
2709,1250000.0000,6949.8000,1243050.2000
2481,1250000.0000,-1350.0000,1251350.0000
1379,1250000.0000,-8175.0000,1258175.0000
3024,1250000.0000,-7005.0000,1257005.0000
4411,1250000.0000,1601.7000,1248398.3000
864,1250000.0000,-870.0000,1250870.0000
3374,1250000.0000,-3252.3000,1253252.3000
189,1250000.0000,4531.2000,1245468.8000
4148,1250000.0000,-2085.0000,1252085.0000
3382,1250000.0000,1350.0000,1248650.0000
871,1250000.0000,6450.0000,1243550.0000
573,1250000.0000,6360.0000,1243640.0000
4600,1250000.0000,-870.0000,1250870.0000
96,1250000.0000,2310.0000,1247690.0000
2943,1250000.0000,-9075.0000,1259075.0000
1813,1250000.0000,-2085.0000,1252085.0000
17,1250000.0000,-10020.0000,1260020.0000
765,1250000.0000,-5550.0000,1255550.0000
751,1250000.0000,-10020.0000,1260020.0000
2668,1250000.0000,7920.0000,1242080.0000
909,1250000.0000,10920.0000,1239080.0000
4010,1250000.0000,-2280.0000,1252280.0000
660,1250000.0000,1950.0000,1248050.0000
743,1250000.0000,1081.1000,1248918.9000
3394,1250000.0000,-3212.4000,1253212.4000
2297,1250000.0000,-3395.5000,1253395.5000
682,1250000.0000,4365.4500,1245634.5500
1398,1250000.0000,14136.7500,1235863.2500
4435,1250000.0000,5731.2500,1244268.7500
1905,1250000.0000,4272.6500,1245727.3500
346,1250000.0000,8353.9500,1241646.0500
2659,1250000.0000,-2045.2500,1252045.2500
2618,1250000.0000,7908.8500,1242091.1500
3844,1250000.0000,-7027.6500,1257027.6500
