original performance,number of trades,q learning performance,number of trades,q learning training performance,number of trades
1131.2878443244758,655,957.308624599291,529,969.4869322650201,565
1267.118466059367,576,880.0914069747014,419,1370.2093834355776,494
-1905.1756136838128,136,-1775.457647218809,91,-50000,0
