original performance,number of trades,q learning performance,number of trades,q learning training performance,number of trades
1462.8129417945108,537,1588.549623829169,421,1438.0896853388572,490
645.684075072005,592,612.8682005427434,325,656.4137684814912,532
-417.46131121923054,126,-290.55828227996824,80,-50000,0
