original performance,number of trades,q learning performance,number of trades,q learning training performance,number of trades
-266.5056490455872,593,-292.5277906943378,519,-141.79923679766137,534
1907.8227084093478,546,1649.828358558467,447,1745.2092942937995,489
-2136.01848769329,169,-1584.2937247332404,136,-50000,0
