original performance,number of trades,q learning performance,number of trades,q learning training performance,number of trades
67.62519632778499,517,158.0877652048063,476,-1148.4372090686452,220
70.23183629414524,461,142.83406443284153,413,-2249.4558095932007,202
176.7724844494988,425,377.68753591298326,327,-1007.8130074594079,164
-2972.641052597935,103,-2275.051490194657,68,-50000,0
