original performance,number of trades,q learning performance,number of trades,q learning training performance,number of trades
633.3098771691117,581,788.000662006066,501,935.9082492965151,251
908.7061836354873,680,788.1457212944993,595,1190.4892317689496,324
1547.9738105455458,551,807.5259625958666,457,148.60687828063965,192
-1905.1756136838128,136,-1786.050419277615,117,-50000,0
