original performance,number of trades,q learning performance,number of trades,q learning training performance,number of trades
-72.06104708537204,582,44.30401587801358,454,-1036.446396558274,223
676.8582560221354,621,706.6576501815046,488,1618.9295209877391,263
2147.3732711704633,524,2132.887469925419,465,687.8750637902153,216
-2704.638986160506,67,-2659.9047923840976,57,-50000,0
