original performance,number of trades,q learning performance,number of trades,q learning training performance,number of trades
857.4705308328463,508,926.0623874489321,436,968.281139977842,461
1254.8013902630723,456,1006.4101305509869,418,998.9970082744187,426
258.74048060587006,146,447.5882996127137,117,-50000,0
