original performance,number of trades,q learning performance,number of trades,q learning training performance,number of trades
949.9695438799076,433,925.1377339627309,379,1247.041367827869,183
-30.21661617249016,508,-134.78261535070533,319,-189.70223079819277,249
2252.6295751849893,473,2466.615019745879,273,875.1525410353536,198
-185.3257677801724,145,-195.87342489919354,93,-50000,0
