original performance,number of trades,q learning performance,number of trades,q learning training performance,number of trades
633.3098771691117,581,667.9319171274587,393,901.2162728743119,242
908.7061836354873,680,767.0260313690686,244,1236.3904166568984,302
1547.9738105455458,551,1641.5167381873498,260,305.4589547696321,184
-1905.1756136838128,136,-1437.3584883058227,77,-50000,0
